age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
64,181020.0,3.7,14.0,2.1,3.0,8.0,27.0,4.0,63769.0,108427.0,6.0,1.0,2.0,7.0,3.0,6.0,5.0,7.0,3.0,6.0,7.0,Female,Tier 3,Store
63,115264.0,4.2,6.0,2.1,2.0,7.0,16.0,17.0,30007.0,24063.0,10.0,6.0,5.0,4.0,9.0,6.0,6.0,7.0,5.0,3.0,2.0,Other,Tier 3,Store
78,199103.0,4.8,2.0,0.9,7.0,7.0,37.0,1.0,60586.0,83902.0,9.0,8.0,4.0,1.0,4.0,4.0,9.0,3.0,6.0,8.0,5.0,Other,Tier 2,Store
48,52921.0,3.8,5.0,3.1,8.0,1.0,47.0,13.0,24016.0,71386.0,9.0,2.0,2.0,8.0,6.0,1.0,7.0,3.0,9.0,3.0,10.0,Other,Tier 3,Store
72,218643.0,7.2,3.0,1.2,4.0,6.0,29.0,6.0,80636.0,29651.0,1.0,3.0,4.0,2.0,10.0,7.0,1.0,10.0,4.0,1.0,6.0,Other,Tier 1,Store
33,223079.0,7.2,9.0,1.7,4.0,6.0,0.0,7.0,97476.0,14524.0,1.0,6.0,5.0,8.0,10.0,7.0,10.0,9.0,2.0,1.0,4.0,Male,Tier 1,Store
67,43460.0,8.2,10.0,0.7,9.0,10.0,27.0,3.0,138237.0,52094.0,3.0,0.0,5.0,8.0,7.0,9.0,9.0,10.0,2.0,3.0,4.0,Female,Tier 1,Store
49,167143.0,5.7,1.0,0.0,4.0,8.0,35.0,4.0,48416.0,106179.0,3.0,3.0,6.0,3.0,4.0,8.0,3.0,2.0,7.0,8.0,2.0,Female,Tier 3,Store
39,212190.0,5.1,10.0,2.4,10.0,6.0,17.0,16.0,4068.0,98173.0,9.0,0.0,1.0,8.0,5.0,1.0,7.0,10.0,6.0,8.0,4.0,Male,Tier 1,Store
46,194354.0,4.1,4.0,1.6,3.0,8.0,1.0,5.0,58795.0,72578.0,4.0,7.0,3.0,6.0,3.0,9.0,7.0,7.0,8.0,4.0,8.0,Other,Tier 3,Store
39,106725.0,8.6,13.0,2.9,1.0,6.0,32.0,0.0,26339.0,95536.0,2.0,6.0,3.0,5.0,6.0,4.0,1.0,4.0,4.0,4.0,7.0,Other,Tier 1,Store
60,73445.0,5.6,4.0,2.4,3.0,8.0,6.0,2.0,77125.0,83154.0,4.0,9.0,3.0,5.0,5.0,10.0,8.0,7.0,5.0,10.0,2.0,Female,Tier 2,Store
20,227139.0,4.5,9.0,3.9,5.0,5.0,47.0,9.0,62019.0,78214.0,9.0,2.0,1.0,1.0,4.0,7.0,10.0,6.0,5.0,9.0,8.0,Male,Tier 1,Store
71,97208.0,7.5,14.0,5.0,2.0,9.0,44.0,12.0,134600.0,2480.0,6.0,5.0,1.0,6.0,5.0,5.0,7.0,5.0,7.0,6.0,4.0,Female,Tier 3,Online
27,200888.0,5.3,1.0,4.0,5.0,4.0,49.0,18.0,46103.0,35807.0,5.0,7.0,2.0,4.0,5.0,9.0,2.0,4.0,4.0,2.0,5.0,Other,Tier 1,Store
59,121283.0,3.9,2.0,2.5,9.0,6.0,38.0,13.0,89205.0,45654.0,6.0,4.0,3.0,7.0,4.0,4.0,1.0,5.0,8.0,8.0,10.0,Other,Tier 3,Store
79,100779.0,4.3,1.0,3.4,10.0,2.0,17.0,10.0,62224.0,33975.0,7.0,1.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,1.0,5.0,Male,Tier 2,Store
38,18060.0,6.2,13.0,4.2,6.0,3.0,6.0,17.0,3082.0,19010.0,2.0,3.0,2.0,5.0,2.0,4.0,6.0,1.0,9.0,8.0,4.0,Male,Tier 3,Store
33,140806.0,3.9,1.0,1.8,3.0,4.0,3.0,10.0,54239.0,18922.0,3.0,4.0,4.0,5.0,8.0,1.0,7.0,5.0,9.0,1.0,5.0,Male,Tier 3,Store
29,28731.0,5.8,12.0,3.7,5.0,3.0,16.0,14.0,33971.0,96436.0,10.0,1.0,3.0,5.0,3.0,2.0,1.0,3.0,1.0,10.0,1.0,Other,Tier 3,Store
19,92830.0,4.3,14.0,4.2,1.0,7.0,18.0,3.0,108094.0,146281.0,3.0,0.0,1.0,1.0,1.0,8.0,8.0,9.0,9.0,4.0,1.0,Other,Tier 1,Store
58,130871.0,4.1,13.0,2.6,8.0,9.0,4.0,10.0,39031.0,22249.0,6.0,4.0,7.0,6.0,2.0,3.0,1.0,6.0,4.0,10.0,7.0,Female,Tier 2,Store
41,35719.0,5.0,1.0,3.1,9.0,6.0,38.0,5.0,102717.0,48499.0,2.0,6.0,2.0,6.0,6.0,6.0,4.0,2.0,3.0,7.0,5.0,Male,Tier 2,Store
52,193114.0,6.3,3.0,5.2,5.0,3.0,37.0,17.0,98952.0,126293.0,7.0,6.0,3.0,3.0,2.0,10.0,9.0,6.0,9.0,7.0,5.0,Female,Tier 2,Store
73,64116.0,6.6,11.0,1.7,9.0,9.0,36.0,11.0,47227.0,132050.0,9.0,8.0,7.0,9.0,8.0,7.0,2.0,9.0,10.0,2.0,10.0,Female,Tier 3,Store
47,41325.0,7.8,14.0,2.2,8.0,1.0,12.0,15.0,12117.0,69445.0,3.0,3.0,6.0,2.0,2.0,10.0,7.0,2.0,1.0,5.0,6.0,Female,Tier 2,Store
74,168669.0,4.4,4.0,3.2,8.0,5.0,11.0,19.0,144848.0,74691.0,9.0,6.0,6.0,2.0,7.0,4.0,5.0,10.0,8.0,4.0,4.0,Male,Tier 1,Store
47,213511.0,8.8,10.0,1.3,2.0,10.0,36.0,15.0,49128.0,141646.0,6.0,8.0,7.0,3.0,9.0,6.0,5.0,1.0,8.0,2.0,8.0,Female,Tier 1,Store
64,29551.0,11.4,2.0,2.4,5.0,10.0,3.0,17.0,134042.0,127494.0,3.0,0.0,6.0,9.0,1.0,5.0,9.0,2.0,6.0,2.0,10.0,Other,Tier 1,Store
52,108287.0,5.2,14.0,0.9,8.0,5.0,24.0,13.0,119261.0,43239.0,4.0,8.0,5.0,1.0,1.0,10.0,1.0,5.0,4.0,5.0,4.0,Other,Tier 2,Store
36,39278.0,2.5,1.0,0.0,3.0,2.0,30.0,16.0,80296.0,1474.0,10.0,3.0,3.0,1.0,6.0,3.0,5.0,6.0,6.0,9.0,8.0,Female,Tier 1,Store
67,237261.0,2.5,5.0,2.8,1.0,5.0,39.0,14.0,65304.0,68940.0,10.0,1.0,2.0,3.0,2.0,2.0,10.0,10.0,1.0,3.0,3.0,Male,Tier 1,Store
25,30141.0,5.0,6.0,0.8,4.0,1.0,14.0,9.0,14240.0,9889.0,6.0,5.0,6.0,3.0,4.0,8.0,7.0,10.0,1.0,6.0,6.0,Male,Tier 1,Store
43,82913.0,4.6,2.0,1.3,4.0,1.0,27.0,6.0,104851.0,31180.0,10.0,8.0,5.0,2.0,4.0,3.0,5.0,2.0,5.0,2.0,9.0,Female,Tier 1,Store
66,48615.0,6.0,3.0,3.8,10.0,4.0,10.0,4.0,89897.0,80018.0,7.0,2.0,3.0,3.0,1.0,10.0,7.0,3.0,5.0,1.0,3.0,Male,Tier 2,Store
57,137058.0,7.0,10.0,2.7,4.0,6.0,28.0,10.0,63378.0,142439.0,8.0,5.0,5.0,4.0,1.0,8.0,1.0,2.0,3.0,4.0,3.0,Male,Tier 1,Store
24,208823.0,3.4,3.0,2.5,4.0,2.0,4.0,2.0,126337.0,9780.0,7.0,6.0,2.0,7.0,2.0,2.0,4.0,2.0,6.0,7.0,5.0,Other,Tier 3,Hybrid
47,127684.0,5.7,2.0,2.0,9.0,5.0,42.0,16.0,114944.0,8632.0,5.0,0.0,7.0,3.0,8.0,7.0,2.0,2.0,2.0,10.0,8.0,Other,Tier 1,Online
24,42452.0,5.0,4.0,4.5,1.0,10.0,41.0,18.0,46407.0,133830.0,6.0,3.0,6.0,10.0,8.0,10.0,9.0,5.0,10.0,2.0,7.0,Female,Tier 3,Store
20,168797.0,10.1,14.0,5.4,9.0,5.0,1.0,8.0,112630.0,90537.0,1.0,8.0,6.0,1.0,4.0,4.0,8.0,8.0,6.0,3.0,3.0,Male,Tier 1,Store
18,65391.0,3.2,5.0,3.3,7.0,3.0,19.0,3.0,109589.0,26464.0,3.0,5.0,4.0,8.0,6.0,9.0,4.0,2.0,9.0,3.0,4.0,Male,Tier 1,Store
53,135288.0,4.5,8.0,0.0,5.0,4.0,21.0,14.0,134653.0,94465.0,8.0,8.0,6.0,9.0,8.0,5.0,5.0,1.0,9.0,1.0,8.0,Other,Tier 2,Store
42,221132.0,6.1,6.0,2.5,2.0,2.0,39.0,8.0,70102.0,23363.0,3.0,5.0,7.0,9.0,4.0,6.0,2.0,2.0,8.0,7.0,7.0,Other,Tier 2,Store
54,128535.0,4.5,9.0,1.1,10.0,7.0,26.0,15.0,87514.0,130553.0,3.0,1.0,7.0,2.0,7.0,2.0,1.0,9.0,2.0,6.0,9.0,Male,Tier 3,Store
18,157770.0,8.3,3.0,1.9,10.0,3.0,20.0,16.0,67952.0,8121.0,7.0,6.0,3.0,4.0,8.0,6.0,8.0,10.0,2.0,4.0,7.0,Other,Tier 1,Hybrid
32,101711.0,4.0,10.0,3.1,10.0,6.0,19.0,17.0,80223.0,104495.0,8.0,4.0,4.0,4.0,1.0,6.0,10.0,5.0,4.0,9.0,7.0,Other,Tier 1,Store
54,92850.0,4.2,9.0,2.6,4.0,9.0,31.0,4.0,109403.0,116024.0,5.0,7.0,5.0,8.0,7.0,3.0,5.0,3.0,5.0,3.0,6.0,Female,Tier 3,Store
30,124733.0,8.4,11.0,0.7,4.0,7.0,35.0,4.0,118417.0,56790.0,7.0,3.0,3.0,4.0,3.0,8.0,10.0,10.0,3.0,7.0,4.0,Female,Tier 3,Store
57,17365.0,3.6,14.0,1.6,4.0,4.0,47.0,8.0,104181.0,117314.0,7.0,2.0,1.0,7.0,5.0,7.0,7.0,6.0,4.0,6.0,2.0,Other,Tier 2,Store
25,243625.0,7.7,11.0,4.0,2.0,2.0,45.0,9.0,21706.0,87549.0,8.0,6.0,4.0,8.0,10.0,6.0,2.0,8.0,9.0,10.0,7.0,Male,Tier 3,Store
22,112662.0,5.1,4.0,4.6,8.0,7.0,2.0,12.0,59008.0,105490.0,2.0,3.0,7.0,2.0,5.0,6.0,8.0,6.0,3.0,4.0,3.0,Male,Tier 3,Store
77,58372.0,4.8,8.0,4.3,4.0,8.0,7.0,16.0,5965.0,19055.0,5.0,3.0,4.0,5.0,1.0,3.0,1.0,2.0,1.0,6.0,6.0,Female,Tier 3,Store
26,59134.0,5.0,10.0,0.7,9.0,3.0,29.0,12.0,122120.0,132281.0,3.0,0.0,5.0,1.0,8.0,1.0,6.0,9.0,7.0,9.0,8.0,Female,Tier 3,Store
18,52823.0,3.8,7.0,2.0,2.0,7.0,3.0,6.0,67130.0,91348.0,3.0,6.0,2.0,5.0,6.0,10.0,10.0,4.0,6.0,4.0,7.0,Other,Tier 1,Store
53,86158.0,7.8,14.0,1.6,7.0,1.0,6.0,19.0,120430.0,127022.0,5.0,7.0,7.0,3.0,8.0,8.0,10.0,10.0,8.0,10.0,2.0,Male,Tier 3,Store
52,111076.0,6.3,7.0,3.4,5.0,8.0,23.0,2.0,57419.0,49329.0,2.0,7.0,1.0,1.0,1.0,2.0,9.0,6.0,3.0,5.0,8.0,Male,Tier 1,Store
19,148021.0,7.8,9.0,2.1,5.0,7.0,8.0,0.0,70062.0,71836.0,5.0,8.0,2.0,8.0,3.0,2.0,9.0,5.0,2.0,10.0,8.0,Other,Tier 3,Store
57,64396.0,8.4,10.0,1.2,7.0,6.0,33.0,9.0,78146.0,72935.0,4.0,0.0,3.0,8.0,3.0,8.0,6.0,6.0,3.0,2.0,10.0,Male,Tier 2,Store
40,123336.0,7.1,14.0,4.4,4.0,3.0,34.0,14.0,36919.0,37262.0,10.0,2.0,7.0,2.0,3.0,7.0,9.0,1.0,1.0,3.0,5.0,Female,Tier 3,Store
26,46912.0,3.1,2.0,1.7,3.0,4.0,8.0,12.0,76810.0,48466.0,8.0,0.0,2.0,7.0,9.0,4.0,7.0,6.0,6.0,8.0,10.0,Female,Tier 3,Store
51,71947.0,4.1,5.0,3.8,9.0,8.0,38.0,16.0,132940.0,16371.0,1.0,1.0,4.0,2.0,4.0,3.0,7.0,10.0,1.0,4.0,1.0,Male,Tier 3,Store
63,243769.0,7.7,3.0,1.7,3.0,1.0,14.0,17.0,115289.0,99934.0,4.0,2.0,1.0,8.0,6.0,5.0,10.0,3.0,8.0,9.0,10.0,Female,Tier 3,Store
31,59387.0,6.1,7.0,3.5,5.0,2.0,48.0,9.0,21756.0,51988.0,7.0,4.0,3.0,3.0,2.0,9.0,2.0,3.0,7.0,7.0,2.0,Female,Tier 3,Store
21,210037.0,7.3,3.0,2.1,2.0,1.0,11.0,19.0,81024.0,52419.0,2.0,6.0,3.0,10.0,8.0,8.0,4.0,5.0,10.0,9.0,6.0,Other,Tier 2,Store
47,31508.0,5.8,5.0,1.1,7.0,4.0,3.0,8.0,52120.0,86462.0,2.0,6.0,4.0,1.0,5.0,7.0,2.0,4.0,2.0,6.0,9.0,Male,Tier 2,Store
48,60592.0,5.1,5.0,4.0,7.0,6.0,16.0,0.0,25912.0,56437.0,5.0,8.0,2.0,5.0,8.0,9.0,8.0,10.0,2.0,6.0,6.0,Female,Tier 3,Store
55,124249.0,7.3,2.0,1.6,5.0,5.0,8.0,11.0,146436.0,118966.0,9.0,8.0,3.0,9.0,7.0,3.0,2.0,7.0,5.0,8.0,2.0,Male,Tier 3,Store
28,16919.0,2.5,11.0,2.6,8.0,6.0,30.0,10.0,82886.0,119367.0,10.0,8.0,3.0,5.0,3.0,1.0,8.0,3.0,4.0,7.0,1.0,Other,Tier 3,Store
52,57595.0,5.4,1.0,0.8,9.0,2.0,29.0,10.0,77577.0,114677.0,10.0,5.0,3.0,8.0,10.0,6.0,1.0,10.0,2.0,9.0,1.0,Female,Tier 1,Store
25,155689.0,6.1,12.0,0.7,4.0,5.0,37.0,14.0,3187.0,146378.0,8.0,4.0,7.0,5.0,4.0,5.0,7.0,8.0,2.0,6.0,7.0,Other,Tier 1,Store
20,221340.0,6.4,6.0,4.5,2.0,1.0,17.0,19.0,29541.0,92212.0,5.0,6.0,6.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,Male,Tier 3,Store
31,48298.0,3.4,13.0,2.7,2.0,6.0,20.0,13.0,56329.0,58386.0,7.0,4.0,1.0,10.0,5.0,8.0,7.0,2.0,4.0,5.0,5.0,Female,Tier 3,Store
77,153001.0,3.5,1.0,2.4,4.0,4.0,16.0,8.0,130946.0,106584.0,8.0,2.0,4.0,7.0,7.0,3.0,2.0,1.0,9.0,6.0,4.0,Female,Tier 2,Store
30,248725.0,5.2,9.0,2.0,6.0,10.0,34.0,1.0,119153.0,131464.0,3.0,6.0,3.0,3.0,10.0,2.0,5.0,1.0,2.0,5.0,3.0,Other,Tier 1,Store
62,29456.0,5.9,10.0,1.5,6.0,9.0,16.0,1.0,18008.0,91163.0,9.0,7.0,1.0,8.0,2.0,8.0,7.0,10.0,4.0,6.0,9.0,Male,Tier 3,Store
49,124599.0,9.1,5.0,3.3,2.0,3.0,16.0,15.0,128259.0,72462.0,7.0,1.0,7.0,5.0,8.0,1.0,6.0,2.0,5.0,6.0,3.0,Male,Tier 3,Store
51,101676.0,4.2,1.0,4.3,1.0,3.0,24.0,5.0,8724.0,125016.0,4.0,6.0,7.0,4.0,4.0,10.0,1.0,8.0,2.0,4.0,2.0,Male,Tier 1,Store
62,98721.0,5.0,12.0,3.6,2.0,9.0,12.0,12.0,22038.0,138695.0,1.0,3.0,6.0,9.0,1.0,3.0,2.0,8.0,1.0,9.0,7.0,Other,Tier 2,Store
78,52924.0,9.2,8.0,3.3,8.0,4.0,23.0,5.0,11972.0,53019.0,7.0,3.0,1.0,2.0,2.0,9.0,7.0,3.0,6.0,7.0,3.0,Male,Tier 3,Store
36,39240.0,8.1,1.0,2.1,5.0,7.0,14.0,0.0,1348.0,118871.0,6.0,0.0,5.0,3.0,9.0,1.0,5.0,9.0,4.0,4.0,7.0,Female,Tier 2,Store
76,102381.0,3.8,4.0,3.3,3.0,10.0,20.0,12.0,41179.0,2848.0,7.0,3.0,3.0,4.0,9.0,4.0,7.0,3.0,3.0,1.0,9.0,Female,Tier 3,Online
55,24228.0,7.4,7.0,5.0,9.0,2.0,11.0,1.0,84682.0,14761.0,7.0,6.0,5.0,2.0,6.0,3.0,7.0,4.0,6.0,1.0,6.0,Male,Tier 1,Online
33,36686.0,7.7,4.0,2.2,7.0,1.0,13.0,0.0,106613.0,127943.0,10.0,2.0,6.0,1.0,4.0,1.0,5.0,8.0,3.0,2.0,2.0,Other,Tier 2,Store
19,26920.0,6.4,12.0,3.0,8.0,10.0,46.0,0.0,126220.0,76900.0,6.0,5.0,5.0,10.0,3.0,8.0,10.0,4.0,2.0,4.0,6.0,Female,Tier 2,Store
57,22432.0,3.7,5.0,4.3,6.0,1.0,45.0,10.0,13321.0,74803.0,1.0,5.0,6.0,5.0,9.0,10.0,7.0,10.0,10.0,5.0,4.0,Male,Tier 2,Store
34,209647.0,4.8,7.0,5.0,7.0,6.0,27.0,15.0,78918.0,102167.0,8.0,5.0,1.0,8.0,9.0,5.0,2.0,5.0,4.0,10.0,5.0,Other,Tier 1,Store
72,125507.0,4.7,4.0,2.7,3.0,4.0,24.0,8.0,110769.0,119540.0,2.0,4.0,3.0,5.0,1.0,6.0,4.0,7.0,10.0,3.0,5.0,Other,Tier 3,Store
51,145509.0,7.1,5.0,3.6,1.0,2.0,27.0,6.0,42881.0,5283.0,5.0,7.0,6.0,10.0,8.0,3.0,5.0,7.0,9.0,8.0,6.0,Other,Tier 3,Hybrid
59,86725.0,5.1,7.0,2.2,1.0,7.0,30.0,13.0,114427.0,108637.0,8.0,5.0,1.0,7.0,3.0,9.0,3.0,6.0,8.0,7.0,2.0,Other,Tier 3,Store
77,239647.0,5.5,1.0,2.9,1.0,8.0,35.0,4.0,8389.0,64109.0,7.0,3.0,7.0,10.0,10.0,5.0,3.0,9.0,4.0,10.0,5.0,Female,Tier 1,Store
33,179982.0,4.8,12.0,2.2,7.0,7.0,15.0,18.0,123193.0,34107.0,2.0,3.0,2.0,10.0,8.0,3.0,3.0,1.0,5.0,10.0,9.0,Female,Tier 1,Store
55,136764.0,2.9,3.0,4.0,2.0,10.0,39.0,16.0,19788.0,6709.0,6.0,7.0,3.0,3.0,9.0,8.0,2.0,8.0,9.0,6.0,10.0,Male,Tier 3,Online
77,176298.0,11.2,1.0,4.7,6.0,9.0,28.0,7.0,136624.0,41951.0,1.0,6.0,2.0,10.0,4.0,5.0,6.0,4.0,1.0,1.0,10.0,Female,Tier 1,Store
19,219222.0,6.8,14.0,0.9,1.0,1.0,10.0,3.0,143970.0,116362.0,7.0,1.0,6.0,1.0,1.0,3.0,1.0,10.0,5.0,6.0,5.0,Other,Tier 2,Store
19,74099.0,8.9,3.0,2.4,10.0,10.0,25.0,1.0,29673.0,8496.0,10.0,4.0,2.0,1.0,7.0,8.0,1.0,1.0,5.0,4.0,8.0,Female,Tier 1,Online
43,127557.0,3.8,11.0,1.8,8.0,6.0,26.0,19.0,38314.0,21094.0,2.0,1.0,6.0,9.0,7.0,1.0,10.0,9.0,7.0,5.0,3.0,Female,Tier 2,Store
30,101760.0,9.0,2.0,2.1,5.0,8.0,29.0,12.0,32914.0,74568.0,6.0,9.0,4.0,10.0,3.0,10.0,1.0,8.0,4.0,10.0,10.0,Female,Tier 1,Store
73,33013.0,5.2,5.0,2.2,9.0,9.0,36.0,19.0,140500.0,63510.0,7.0,8.0,2.0,9.0,10.0,4.0,3.0,2.0,4.0,7.0,7.0,Male,Tier 2,Store
64,36446.0,7.1,10.0,1.4,3.0,8.0,2.0,5.0,103039.0,61620.0,9.0,5.0,2.0,5.0,3.0,8.0,3.0,10.0,10.0,9.0,4.0,Male,Tier 2,Store
48,120209.0,8.0,5.0,2.9,2.0,6.0,9.0,17.0,94839.0,103001.0,3.0,5.0,5.0,7.0,1.0,9.0,2.0,3.0,6.0,6.0,4.0,Male,Tier 1,Store
77,249265.0,9.0,10.0,1.0,8.0,8.0,31.0,4.0,149229.0,59042.0,2.0,7.0,3.0,6.0,8.0,6.0,10.0,1.0,6.0,5.0,5.0,Male,Tier 2,Store
51,216447.0,5.9,9.0,3.6,5.0,8.0,4.0,11.0,146014.0,44580.0,4.0,1.0,7.0,9.0,6.0,9.0,5.0,3.0,7.0,1.0,5.0,Female,Tier 2,Store
56,208581.0,4.0,8.0,2.9,1.0,1.0,8.0,18.0,29789.0,15733.0,4.0,0.0,2.0,5.0,5.0,10.0,9.0,8.0,6.0,7.0,7.0,Female,Tier 1,Store
20,117261.0,6.0,3.0,1.1,6.0,8.0,25.0,19.0,121019.0,140163.0,5.0,5.0,5.0,3.0,7.0,5.0,7.0,9.0,3.0,7.0,3.0,Other,Tier 1,Store
25,110739.0,7.2,1.0,1.1,3.0,7.0,34.0,18.0,140010.0,55507.0,7.0,9.0,6.0,1.0,6.0,5.0,9.0,2.0,5.0,9.0,1.0,Male,Tier 3,Store
40,15557.0,4.9,5.0,3.5,8.0,8.0,4.0,14.0,25376.0,110160.0,3.0,5.0,7.0,2.0,1.0,10.0,7.0,1.0,1.0,6.0,4.0,Other,Tier 1,Store
31,176738.0,5.2,11.0,1.6,6.0,8.0,15.0,6.0,30510.0,65656.0,5.0,8.0,1.0,10.0,7.0,4.0,10.0,5.0,7.0,2.0,5.0,Other,Tier 1,Store
73,183461.0,2.9,3.0,4.5,2.0,10.0,12.0,18.0,68118.0,34559.0,10.0,4.0,1.0,8.0,9.0,3.0,8.0,9.0,4.0,3.0,2.0,Male,Tier 3,Store
79,193772.0,4.0,5.0,0.0,6.0,10.0,29.0,2.0,132006.0,61778.0,5.0,3.0,3.0,2.0,8.0,5.0,5.0,5.0,6.0,5.0,8.0,Other,Tier 1,Store
72,145878.0,6.9,9.0,1.1,3.0,6.0,10.0,0.0,31358.0,42192.0,7.0,5.0,2.0,3.0,8.0,1.0,6.0,3.0,8.0,4.0,2.0,Male,Tier 3,Store
44,114143.0,7.8,11.0,2.0,7.0,9.0,29.0,9.0,101321.0,140112.0,9.0,5.0,4.0,8.0,9.0,10.0,3.0,4.0,2.0,8.0,10.0,Other,Tier 1,Store
71,39578.0,8.2,14.0,2.5,1.0,3.0,48.0,3.0,37182.0,75965.0,10.0,4.0,4.0,2.0,9.0,3.0,9.0,2.0,8.0,5.0,5.0,Male,Tier 1,Store
46,89779.0,10.6,1.0,3.4,1.0,10.0,20.0,15.0,139691.0,148263.0,7.0,2.0,7.0,4.0,8.0,7.0,2.0,1.0,3.0,8.0,4.0,Other,Tier 3,Store
56,155668.0,9.0,1.0,2.2,10.0,1.0,3.0,11.0,25409.0,23795.0,3.0,2.0,2.0,7.0,4.0,4.0,2.0,7.0,9.0,10.0,4.0,Other,Tier 2,Store
70,72500.0,5.7,9.0,2.1,4.0,9.0,16.0,9.0,79108.0,19854.0,3.0,5.0,1.0,5.0,4.0,6.0,5.0,5.0,8.0,1.0,10.0,Female,Tier 3,Hybrid
56,87534.0,4.1,3.0,1.6,7.0,10.0,32.0,2.0,103856.0,140020.0,3.0,5.0,1.0,4.0,10.0,4.0,1.0,7.0,5.0,4.0,4.0,Male,Tier 2,Store
18,25129.0,5.5,12.0,1.5,4.0,10.0,30.0,7.0,8260.0,93580.0,1.0,6.0,5.0,4.0,8.0,6.0,5.0,4.0,7.0,10.0,10.0,Other,Tier 1,Store
34,209466.0,4.9,10.0,1.6,9.0,2.0,5.0,4.0,7896.0,96870.0,10.0,7.0,7.0,8.0,9.0,10.0,6.0,8.0,4.0,8.0,4.0,Other,Tier 2,Store
58,212118.0,6.3,5.0,2.4,8.0,3.0,32.0,15.0,11302.0,71589.0,6.0,9.0,7.0,1.0,10.0,6.0,6.0,4.0,7.0,2.0,2.0,Female,Tier 1,Store
47,26596.0,7.8,9.0,0.1,5.0,4.0,38.0,3.0,21787.0,115788.0,10.0,6.0,6.0,9.0,4.0,2.0,9.0,8.0,6.0,4.0,4.0,Female,Tier 1,Store
70,80355.0,7.0,11.0,3.2,1.0,8.0,42.0,15.0,145340.0,132922.0,4.0,2.0,5.0,2.0,8.0,2.0,3.0,6.0,6.0,5.0,7.0,Male,Tier 3,Store
30,27974.0,9.2,5.0,2.6,3.0,9.0,41.0,2.0,89320.0,123767.0,10.0,0.0,4.0,9.0,6.0,7.0,9.0,10.0,5.0,7.0,2.0,Female,Tier 1,Store
38,212745.0,6.8,12.0,2.3,8.0,3.0,49.0,3.0,43792.0,116089.0,4.0,5.0,5.0,3.0,6.0,8.0,6.0,7.0,9.0,6.0,2.0,Female,Tier 3,Store
36,127004.0,3.4,14.0,4.0,7.0,2.0,26.0,15.0,59758.0,113024.0,3.0,4.0,6.0,9.0,3.0,7.0,10.0,3.0,4.0,1.0,4.0,Female,Tier 2,Store
70,141794.0,4.9,12.0,3.3,8.0,2.0,24.0,4.0,97699.0,63592.0,4.0,8.0,2.0,6.0,10.0,2.0,3.0,4.0,5.0,10.0,5.0,Male,Tier 1,Store
36,239505.0,6.8,3.0,2.7,1.0,9.0,41.0,17.0,134569.0,25991.0,3.0,4.0,6.0,6.0,1.0,9.0,8.0,8.0,3.0,10.0,6.0,Other,Tier 3,Store
74,85202.0,6.5,9.0,3.3,2.0,8.0,18.0,19.0,59039.0,86117.0,2.0,7.0,7.0,4.0,5.0,1.0,5.0,3.0,3.0,9.0,10.0,Female,Tier 2,Store
42,89442.0,8.6,12.0,1.7,10.0,2.0,1.0,7.0,107688.0,13760.0,8.0,3.0,7.0,1.0,9.0,3.0,7.0,4.0,5.0,6.0,2.0,Other,Tier 1,Hybrid
39,167890.0,6.0,7.0,3.3,7.0,8.0,0.0,7.0,85455.0,23033.0,9.0,2.0,5.0,8.0,2.0,7.0,6.0,10.0,1.0,10.0,2.0,Female,Tier 1,Store
48,189318.0,5.6,12.0,3.6,5.0,4.0,13.0,6.0,10481.0,31804.0,8.0,6.0,6.0,6.0,1.0,1.0,2.0,8.0,1.0,2.0,8.0,Female,Tier 3,Store
34,70598.0,2.9,12.0,0.0,5.0,6.0,43.0,9.0,74926.0,28241.0,10.0,2.0,3.0,1.0,4.0,9.0,9.0,1.0,8.0,4.0,10.0,Female,Tier 2,Online
72,148726.0,4.4,7.0,4.8,10.0,5.0,14.0,1.0,44288.0,6577.0,10.0,6.0,4.0,3.0,5.0,8.0,7.0,1.0,2.0,10.0,8.0,Other,Tier 1,Online
40,48758.0,6.6,14.0,2.9,9.0,5.0,21.0,19.0,147203.0,43790.0,4.0,7.0,1.0,1.0,3.0,10.0,9.0,8.0,3.0,8.0,8.0,Male,Tier 1,Store
49,39204.0,6.4,8.0,3.3,1.0,10.0,16.0,5.0,67871.0,95356.0,2.0,3.0,5.0,10.0,10.0,3.0,4.0,4.0,7.0,6.0,1.0,Female,Tier 3,Store
79,142309.0,7.2,11.0,3.9,5.0,10.0,49.0,14.0,102138.0,122429.0,6.0,2.0,6.0,8.0,10.0,10.0,7.0,5.0,9.0,10.0,3.0,Female,Tier 2,Store
27,181000.0,6.9,5.0,2.3,7.0,7.0,40.0,13.0,95736.0,73753.0,5.0,1.0,3.0,5.0,8.0,6.0,6.0,2.0,5.0,6.0,3.0,Other,Tier 1,Store
